name,category
Dreadwing Scavenger,Attack trigger|Card advantage|Cards in graveyard matter|Cycle|Cycle fdn draft signpost|Discard outlet|Draft signpost|Draw|Evasion|Gains deathtouch|Hand negative|Loot|Synergy attacker self|Triggered ability
Dream Trawler,Attack trigger|Card advantage|Cycle|Cycle thb r m two color|Discard outlet|Draw|Draw matters|Evasion|Gains hexproof|Lifegain|Pure draw|Repeatable draw|Synergy attacker self|Triggered ability
Dreamdrinker Vampire,Counters matter|Evasion|Lifegain|Triggered ability
"Drivnod, Carnage Dominus",Cycle|Cycle one dominus|Death trigger|Gains indestructible|Graveyard fuel|Graveyard fuel creature|Indestructible counter|Keyword counter|Leaves battlefield trigger|Trigger doubler|Triggered ability|Unique p/t
Drogskol Reaver,Card advantage|Curiosity|Curiosity like|Cycle|Cycle dka m monster|Draw|Evasion|Lifegain|Lifegain matters|Pure draw|Repeatable draw|Triggered ability
Drossforge Bridge,Cycle|Cycle dual land|Cycle land|Cycle mh2 bridge|Dual land
Drown in the Loch,Cards in graveyard matter|Counterspell|Counterspell with set mechanic|Cycle|Cycle eld draft signpost|Cycle eld u two color|Draft signpost|Removal|Removal creature|Removal destroy|Single target instant/sorcery|Spot removal|Synergy mill
Drowned Catacomb,Cycle|Cycle checkland|Cycle dual land|Cycle land|Cycle m10 checkland|Dual land|Synergy island|Synergy swamp
Drumbellower,Evasion|Extra untap|Untapper|Untapper creature
Dualcaster Mage,Copy|Copy instant|Copy sorcery|Triggered ability
Dunes of the Dead,Death trigger|Death trigger self|Leaves battlefield trigger|Triggered ability
Dusk Legion Duelist,Card advantage|Counters matter|Draw|Pure draw|Repeatable draw|Triggered ability
Dusk Legion Sergeant,Death trigger|Evasion|Gives persist|Leaves battlefield trigger|Protects creature|Sacrifice self|Triggered ability|Typal creature|Typal vampire
Dusk Legion Zealot,Cantrip|Card advantage|Draw|Hand neutral|Life for cards|Life payment|Pure draw|Triggered ability
Duskborne Skymarcher,Evasion|Synergy attacker|Typal creature|Typal vampire
Dust Corona,Gives evasion|Hate|Hate flying
Duty Beyond Death,Combat trick|Gives indestructible|Gives pp counters to all|Power boost to all|Protects creature|Sacrifice outlet|Sacrifice outlet creature
Dwarven Mine,Cycle|Cycle eld adamant land|Cycle land|Cycle mono land|Nonbasic basic land type|Synergy mountain|Triggered ability
Dwarven Ruins,Cycle|Cycle fem sacland|Cycle land|Cycle mono land|Ramp|Sacrifice self
Earthquake,Burn|Burn creature|Burn player|Burn player each|Group slug|Removal|Removal burn|Removal creature|Sweeper
Eaten Alive,Alternate cost sacrifice|Removal|Removal creature|Removal exile|Removal planeswalker|Sacrifice outlet|Sacrifice outlet creature|Single target instant/sorcery|Spot removal
Ebony Fly,Animate|Animate self|Attack trigger|Evasion|Gives evasion|Gives flying|Mana producer|Mana rock|Ramp|Synergy attacker|Synergy attacker self|Triggered ability
Echo of Dusk,Cards in graveyard matter|Gains lifelink|Lifegain
Edgar's Awakening,Card advantage|Discard matters|Hand neutral|Namesake spell|Reanimate|Reanimate creature|Recursion|Recursion creature|Regrowth creature|Single target instant/sorcery|Triggered ability
"Edgar, Charmed Groom",Anthem|Cheat death self|Cycle|Cycle vow r two color legend|Death trigger|Death trigger self|Leaves battlefield trigger|Lifegain|Namesake spell|Power boost to all|Repeatable creature tokens|Repeatable token generator|Triggered ability|Typal creature|Typal vampire
Eerie Interlude,Delayed triggered ability|Flicker|Flicker creature|Flicker slow|Multiple targets|Protects creature|Single target instant/sorcery|Triggered ability
Eidolon of the Great Revel,Burn|Burn player|Cast trigger|Hate|Hatebear|Mana value matters|Triggered ability
"Eiganjo, Seat of the Empire",Burn|Burn creature|Cycle|Cycle land|Cycle mono land|Cycle neo legendary land|Hate|Hate attacker|Hate blocker|Removal|Removal burn|Removal creature|Spot removal|Synergy legendary
"Elas il-Kor, Sadistic Pilgrim",Blood artist ability|Creaturefall|Cycle|Cycle dmu draft signpost|Cycle dmu mn signpost|Death trigger|Draft signpost|Drain life|Group slug|Inverted effects|Leaves battlefield trigger|Lifegain|Opponent loses life|Soul warden ability|Thingfall|Triggered ability
Eldrazi Monument,Anthem|Gives evasion|Gives flying|Gives indestructible|Power boost to all|Protects creature|Sacrifice outlet|Sacrifice outlet creature|Triggered ability
Electric Revelation,Card advantage|Castable from graveyard|Castable from nonhand|Discard outlet|Draw|Exile self|Hand neutral|Hand positive
Electrickery,Burn|Burn creature|Burn with set's mechanic|Removal|Removal burn|Removal creature|Single target instant/sorcery|Spot removal|Sweeper|Sweeper one sided
Electro's Bolt,Burn|Burn creature|Castable from graveyard|Castable from nonhand|Discard matters|Namesake spell|Removal|Removal burn|Removal creature|Spot removal
"Electro, Assaulting Battery",Burn|Burn player|Cast trigger|Cast trigger you|Evasion|Leaves battlefield trigger|Leaves trigger self|Mana producer|Mana storage|Non mana ability mana|Ramp|Synergy instant|Synergy sorcery|Triggered ability
Electrodominance,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Cost ignorer|Free cast another|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery
Electroduplicate,Castable from graveyard|Castable from nonhand|Copy|Copy creature|Exile self|Single target instant/sorcery|Triggered ability
Electrostatic Field,Burn|Burn player|Cast trigger|Cast trigger you|Group slug|Synergy instant|Synergy sorcery|Triggered ability
Elegant Parlor,Cycle|Cycle dual land|Cycle dual surveil land|Cycle land|Dual land|Library manipulation|Mill|Mill self|Nonbasic basic land type|Peek|Peek library|Surveil|Top deck manipulation|Triggered ability
Elenda's Hierophant,Death trigger|Death trigger self|Evasion|Leaves battlefield trigger|Lifegain matters|Namesake spell|Power matters|Power matters self|Pridemate|Triggered ability
"Elenda, Saint of Dusk",Cycle|Cycle fdn r two color|Evasion|Hate|Hate instant|Life total matters self|Lifegain|Lifegain matters
"Elenda, the Dusk Rose",Death trigger|Death trigger self|Leaves battlefield trigger|Lifegain|Power matters|Power matters self|Triggered ability
"Elesh Norn, Grand Cenobite",Anthem|Cycle|Cycle nph praetor|Inverted effects|Persecution effect|Power boost to all|Removal|Removal creature|Removal toughness|Repeatable removal|Sweeper|Sweeper one sided
Elspeth Tirel,Creature count matters|Eponymous planeswalker|Lifegain|Removal|Removal artifact|Removal aura|Removal battle|Removal creature|Removal destroy|Removal enchantment|Removal equipment|Removal nonland|Removal planeswalker|Removal spacecraft|Removal vehicle|Repeatable creature tokens|Repeatable removal|Repeatable token generator|Sweeper|Synergy token
"Elspeth, Storm Slayer",Gives evasion|Gives flying|Gives pp counters to all|Mana value matters|Passive ability|Power boost to all|Removal|Removal creature|Removal destroy|Repeatable creature tokens|Repeatable crime|Repeatable removal|Repeatable token generator|Spot removal|Token doubler|Token increaser
Embrace the Unknown,Card advantage|Castable from graveyard|Castable from nonhand|Discard outlet|Discard outlet land|Draw|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Repeatable draw|Repeatable impulsive draw
Emergence Zone,Gives flash|Sacrifice self
Emeria's Call,Cycle|Cycle land|Cycle mono land|Cycle znr boltland|Gives indestructible|Life payment|Multiple bodies|Namesake spell|Protects creature|Typal creature|Typal non angel
"Emet-Selch, Unsundered",Attack trigger|Card advantage|Cards in graveyard matter|Discard outlet|Draw|Gives castable from graveyard|Gives castable from nonhand|Hand negative|Loot|Reanimate|Reanimate cast|Reanimate permanent|Recursion|Recursion permanent|Synergy attacker self|Triggered ability
End the Festivities,Burn|Burn creature|Burn planeswalker|Burn player|Group slug|Removal|Removal burn|Removal creature|Removal planeswalker|Sweeper|Sweeper one sided
Endless Atlas,Card advantage|Draw|Pure draw|Repeatable draw
Endrider Spikespitter,Card advantage|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Life loss matters|Repeatable impulsive draw|Triggered ability
Enduring Courage,Cheat death self|Creaturefall|Cycle|Cycle dsk glimmer|Death trigger|Death trigger self|Gives haste|Leaves battlefield trigger|Thingfall|Triggered ability
Enduring Innocence,Card advantage|Cheat death self|Creaturefall|Cycle|Cycle dsk glimmer|Death trigger|Death trigger self|Draw|Leaves battlefield trigger|Lifegain|Power matters|Pure draw|Repeatable draw|Thingfall|Triggered ability
Enduring Tenacity,Cheat death self|Cycle|Cycle dsk glimmer|Death trigger|Death trigger self|Leaves battlefield trigger|Lifegain matters|Lifegain to damage|Opponent loses life|Repeatable crime|Triggered ability
Enlightened Tutor,Cycle|Cycle 1mv tutor|Cycle ema tutor|Library manipulation|Top deck manipulation|Tutor|Tutor artifact|Tutor enchantment|Tutor to|Tutor to top
Enrage,Combat trick|Single target instant/sorcery
Ensnared by the Mara,Burn|Burn player|Card advantage|Consult cast|Free cast another|Gives castable from exile|Gives castable from nonhand|Mana value matters|Mill|Mill exile|Mill opponent|Punisher|Theft|Theft cast
Ensnaring Bridge,Catch up|Hand size matters|Hate|Hate high pt|Prevent attack|Sth storyline in cards
Entomb,Tutor|Tutor card|Tutor to|Tutor to graveyard
Epicure of Blood,Group slug|Lifegain matters|Lifegain to damage|Opponent loses life|Triggered ability
Erebor Flamesmith,Burn|Burn player|Cast trigger|Cast trigger you|Group slug|Pinger|Synergy instant|Synergy sorcery|Triggered ability
"Erebos, God of the Dead",Card advantage|Cycle|Cycle ths major god|Draw|Hate|Hate lifegain|Indestructible god|Life for cards|Life payment|Pure draw|Repeatable draw|Synergy black
Escape Tunnel,Fetchland|Gives evasion|Manaless land|Sacrifice self|Tutor|Tutor land|Tutor land basic|Tutor land to battlefield|Tutor to|Tutor to battlefield
Esper Sentinel,Card advantage|Cast tax|Cast trigger|Cast trigger other|Draw|Hate|Hatebear|Power matters|Power matters self|Pure draw|Repeatable draw|Rhystic|Triggered ability
"Etali, Primal Storm",Attack trigger|Cost ignorer|Cycle|Cycle rix elder dinosaur|Free cast another|Gives castable from exile|Gives castable from nonhand|Mill|Mill exile|Mill opponent|Synergy attacker self|Theft|Theft cast|Triggered ability
Etchings of the Chosen,Anthem|Combat trick|Cycle|Cycle mh1 draft signpost|Draft signpost|Gives indestructible|Power boost to all|Protects creature|Sacrifice outlet|Sacrifice outlet creature|Typal choose|Typal creature
Eternity Vessel,Counters matter|Landfall|Lands matter|Lifegain matters|Triggered ability
Ever After,Cost ignorer|Indefinite effect|Multiple targets|Reanimate|Reanimate creature|Recursion|Recursion creature|Single target instant/sorcery|Tuck self
"Evereth, Viceroy of Plunder",Burn|Burn player|Death trigger|Death trigger self|Evasion|Free sacrifice outlet|Gains lifelink|Leaves battlefield trigger|Lifegain|Power matters|Power matters self|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet creature|Synergy artifact|Synergy treasure|Triggered ability
Everybody Lives!,Damage prevention|Damage prevention player|Fog|Gives hexproof|Gives indestructible|Prevents win/loss
Everything Comes to Dust,Convoke|Discount self|Removal|Removal artifact|Removal creature|Removal enchantment|Removal exile|Sweeper|Sweeper one sided|Synergy color share|Synergy white|Tap fuel creature|Tap outlet|Typal creature|Typal share
Evolving Wilds,Fetchland|Manaless land|Sacrifice self|Tutor|Tutor land|Tutor land basic|Tutor land to battlefield|Tutor to|Tutor to battlefield
Exalted Sunborn,Castable from exile|Castable from nonhand|Delayed triggered ability|Evasion|Exile self|Lifegain|Token doubler|Token increaser|Triggered ability|Unexile
Excalibur II,Lifegain matters|Pridemate|Roman numeral|Triggered ability
"Excalibur, Sword of Eden",Alternate equip cost|Discount self|Mana value matters|Synergy artifact|Synergy historic|Synergy legendary|Synergy saga
Exhume,Reanimate|Reanimate creature|Recursion|Recursion creature
Exorcise,Disenchant/naturalize|Hate|Hate high pt|Power matters|Removal|Removal artifact|Removal creature|Removal enchantment|Removal exile|Single target instant/sorcery|Spot removal
Exotic Orchard,
Expedite,Cantrip|Card advantage|Draw|Gives haste|Hand neutral|Pure draw|Single target instant/sorcery
Expedition Map,Egg|Sacrifice self|Tutor|Tutor land|Tutor land any|Tutor to|Tutor to hand
Exquisite Blood,Life loss matters|Lifegain|Triggered ability
Exsanguinate,Drain life|Group slug|Inverted effects|Lifegain|Opponent loses life
Exsanguinator Cavalry,Card advantage|Discard outlet|Draw|Evasion|Lifegain|Repeatable artifact tokens|Repeatable blood|Repeatable noncreature tokens|Repeatable token generator|Slith ability|Triggered ability|Typal creature|Typal knight
Extraplanar Lens,Mana increaser|Ramp|Synergy monocolor|Triggered ability
Fable of the Mirror-Breaker,Attack trigger|Card advantage|Combat ramp|Copy|Copy creature|Delayed triggered ability|Discard outlet|Draw|Exile self|Exile self dfc transform|Mana dork|Mana producer|Namesake spell|Pillage effect|Ramp|Repeatable artifact tokens|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Synergy attacker|Triggered ability
Fabled Passage,Fetchland|Lands matter|Manaless land|Sacrifice self|Tutor|Tutor land|Tutor land basic|Tutor land to battlefield|Tutor to|Tutor to battlefield
Faerie Macabre,Evasion|Hate|Hate graveyard|Manaless value|Multiple targets
Faerie Mastermind,Card advantage|Draw|Draw hate|Draw matters|Evasion|Group hug|Guest designer|Hate|Mana sink|Pure draw|Repeatable draw|Second draw matters|Triggered ability
"Fain, the Broker",Counter fuel other|Counters matter|Cycle|Cycle c21 mono legend|Mana dork|Mana producer|Mana sink|Ramp|Repeatable artifact tokens|Repeatable creature tokens|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet creature|Synergy artifact
Faithful Mending,Card advantage|Castable from graveyard|Castable from nonhand|Cycle|Cycle mid u flashback|Discard outlet|Draw|Exile self|Hand negative|Lifegain|Loot
Faithless Looting,Card advantage|Castable from graveyard|Castable from nonhand|Discard outlet|Draw|Exile self|Hand negative|Loot
Faithless Salvaging,Card advantage|Castable from exile|Castable from nonhand|Delayed triggered ability|Discard outlet|Draw|Exile self|Hand negative|Triggered ability|Unexile
Falkenrath Aristocrat,Cycle|Cycle 2xm r two color|Cycle dka m monster|Cycle mm3 r two color|Evasion|Free sacrifice outlet|Gains indestructible|Sacrifice outlet|Sacrifice outlet creature|Typal creature|Typal human|Type addition noble
Falkenrath Celebrants,Card advantage|Discard outlet|Draw|Evasion|Triggered ability
Falkenrath Forebear,Card advantage|Discard outlet|Draw|Evasion|Reanimate|Reanimate self|Recursion|Recursion self|Repeatable artifact tokens|Repeatable blood|Repeatable noncreature tokens|Repeatable token generator|Synergy blood|Triggered ability
Falkenrath Gorger,Cycle|Cycle soi typal lord|Discard matters|Gives castable from exile|Gives castable from nonhand|Gives madness|Typal creature|Typal vampire
Falkenrath Noble,Blood artist ability|Death trigger|Drain life|Evasion|Inverted effects|Leaves battlefield trigger|Lifegain|Opponent loses life|Repeatable crime|Triggered ability|Type addition noble
Falkenrath Pit Fighter,Card advantage|Discard outlet|Draw|Hand neutral|Life loss matters|Sacrifice outlet|Sacrifice outlet creature|Typal creature|Typal vampire
Falkenrath Torturer,Evasion|Free sacrifice outlet|Jump|Sacrifice outlet|Sacrifice outlet creature|Typal creature|Typal human
